CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,GeneratedReview,CustomerSentimentScore,PersonaTag,Churn,llm_sentiment
58a0dbe,56,Female,Albuquerque,Gold,7,140.3,Groceries,2023-08-05,3.2%,10.0,2,No,Found better options elsewhere.,-0.3,Infrequent Buyer,1,2
9873006,45,Male,New York,Gold,35,1550.75,Electronics,2023-10-15,0.12,18.5,High,Frequent Clicks,"Excellent service and products, always reliable.",5.0,Loyal,0,5
c3ccc90,29,Female,Los Angeles,Silver,12,410.2,Clothing,2024-01-20,0.08,10.2,Medium,Occasional Clicks,"Good value for money, happy with my recent purchase.",4.0,Active Buyer,0,4
fec6c64,62,Non-binary,Chicago,Bronze,2,55.0,Books,2023-04-10,0.01,3.1,Low,No Clicks,"Product was okay, but delivery was slow.",2.0,Inactive,1,2
52179bb,38,Female,Houston,Platinum,58,3100.5,Home Goods,2024-02-28,0.15,25.0,High,Frequent Clicks,"Top-notch quality and service, worth every penny.",5.0,Loyal,0,5
ae1d0a6,22,Male,Phoenix,Bronze,1,25.99,Outdoors,2023-01-05,0.03,2.5,Low,Occasional Clicks,Didn't find what I was looking for.,1.0,Bargain Hunter,1,2
cd3c9e2,51,Female,Philadelphia,Gold,28,1200.0,Groceries,2024-03-01,0.1,15.8,Medium,Frequent Clicks,"Convenient service, especially for recurring orders.",4.0,Loyal,0,4
84d7e50,34,Male,San Antonio,Silver,8,280.5,Electronics,2023-11-11,0.07,9.5,Medium,Occasional Clicks,"Decent selection, website is easy to navigate.",3.0,Active Buyer,0,4
11e6c33,49,Female,San Diego,Bronze,3,70.0,Clothing,2023-03-20,0.02,4.0,Low,No Clicks,"Item didn't fit well, return process was cumbersome.",2.0,Inactive,1,1
75185d5,27,Male,Dallas,Silver,18,650.75,Books,2024-02-15,0.09,11.7,Medium,Occasional Clicks,Found some great reads at good prices.,4.0,Active Buyer,0,4
bf5dcc0,55,Female,San Jose,Platinum,45,2500.0,Electronics,2024-03-05,0.14,22.1,High,Frequent Clicks,"Reliable products and fast shipping, my go-to store.",5.0,Loyal,0,4
91b8307,31,Non-binary,Austin,Bronze,0,0.0,,2022-12-01,0.0,0.5,Low,No Clicks,No recent activity or review.,3.0,Inactive,1,3
6b202da,41,Male,Jacksonville,Gold,20,950.0,Home Goods,2024-01-10,0.11,17.0,High,Frequent Clicks,Happy with my recent home improvement purchases.,4.0,Loyal,0,4
e03ddca,25,Female,Indianapolis,Bronze,1,30.0,Clothing,2023-02-18,0.04,3.5,Low,Occasional Clicks,Item quality was lower than expected.,2.0,Bargain Hunter,1,1
398d52c,59,Male,Columbus,Silver,15,550.0,Outdoors,2023-12-01,0.07,8.8,Medium,Occasional Clicks,Found some good gear for my trips.,4.0,Active Buyer,0,4
69c9111,36,Female,Fort Worth,Bronze,4,90.0,Groceries,2023-05-22,0.03,4.5,Low,No Clicks,"Prices increased too much, found alternatives.",1.0,Dissatisfied,1,1
ac0c53c,48,Male,Charlotte,Platinum,52,2800.0,Electronics,2024-02-20,0.16,26.5,High,Frequent Clicks,Consistently excellent products and support.,5.0,Loyal,0,5
4990f6b,33,Female,Seattle,Silver,10,380.0,Books,2024-01-05,0.08,11.0,Medium,Occasional Clicks,"Good selection, timely delivery.",4.0,Active Buyer,0,4
fe2d5d8,53,Non-binary,Denver,Bronze,2,40.0,Home Goods,2023-06-15,0.01,2.9,Low,No Clicks,Website was confusing to navigate.,2.0,Inactive,1,1
719f2b4,20,Male,El Paso,Bronze,0,0.0,,2023-01-01,0.0,0.2,Low,No Clicks,No recent activity or review.,3.0,Inactive,1,3
08589f6,65,Female,Detroit,Gold,30,1400.0,Clothing,2024-03-10,0.11,16.3,High,Frequent Clicks,Love the quality and style of their clothing.,5.0,Loyal,0,5
a3f6bee,42,Male,Washington D.C.,Silver,7,250.0,Outdoors,2023-09-01,0.06,7.5,Medium,Occasional Clicks,"Product was as described, no issues.",3.0,Active Buyer,0,4
4ffe58c,26,Female,Boston,Bronze,1,20.0,Groceries,2023-07-12,0.02,3.0,Low,No Clicks,Didn't find the specific items I needed.,1.0,Bargain Hunter,1,2
2f846e7,57,Male,Nashville,Platinum,48,2650.0,Home Goods,2024-02-01,0.15,24.0,High,Frequent Clicks,Exceptional range of products for home.,5.0,Loyal,0,5
4518f3f,39,Female,Memphis,Silver,14,500.0,Electronics,2024-01-25,0.09,12.5,Medium,Occasional Clicks,Satisfied with the performance of the device.,4.0,Active Buyer,0,4
e48adcd,30,Male,Portland,Bronze,3,60.0,Books,2023-08-05,0.03,4.8,Low,No Clicks,Found better prices elsewhere.,1.0,Bargain Hunter,1,2
7aedaf2,50,Non-binary,Oklahoma City,Gold,25,1100.0,Clothing,2024-03-08,0.1,14.9,High,Frequent Clicks,Consistent quality and speedy delivery.,4.0,Loyal,0,4
7f0a48c,23,Female,Las Vegas,Bronze,0,0.0,,2023-01-20,0.0,0.1,Low,No Clicks,No recent activity or review.,3.0,Inactive,1,3
717608d,44,Male,Louisville,Silver,9,320.0,Outdoors,2023-10-30,0.07,8.0,Medium,Occasional Clicks,Decent quality for the price.,3.0,Active Buyer,0,4
b82f06e,61,Female,Baltimore,Bronze,2,45.0,Groceries,2023-04-01,0.01,2.0,Low,No Clicks,Customer service was unhelpful.,1.0,Dissatisfied,1,1
6da00bf,35,Male,Milwaukee,Platinum,60,3400.0,Electronics,2024-03-15,0.17,28.0,High,Frequent Clicks,Simply the best online shopping experience.,5.0,Loyal,0,5
95ee0fb,45,Male,New York,Gold,55,1230.5,Electronics,2023-12-10,0.035,15.2,High,Frequent,Excellent service and product quality. Highly recommend!,0.92,Loyal,0,5
16e0101,28,Female,London,Silver,22,450.2,Clothing,2023-11-25,0.028,9.8,Medium,Occasional,"Happy with my purchases, good value.",0.78,Bargain Hunter,0,5
66e24a3,62,Male,Tokyo,Platinum,120,5500.75,Home Goods,2024-01-05,0.041,22.1,High,Frequent,Consistently great products and support. A loyal customer for years.,0.98,Loyal,0,5
8359ad0,34,Female,Sydney,Bronze,5,85.0,Books,2023-08-15,0.012,4.5,Low,,"Website was okay, didn't find exactly what I wanted.",0.45,Occasional Shopper,1,2
3faf994,51,Male,Paris,Gold,78,3100.9,Electronics,2024-01-12,0.039,18.7,Medium,Frequent,Fast shipping and great gadgets.,0.89,Impulsive Buyer,0,4
c80d9ba,22,Female,Berlin,Silver,15,310.6,Clothing,2023-10-20,0.031,11.5,High,Occasional,Love their fashion collection!,0.85,Loyal,0,5
bad6efe,49,Non-binary,Toronto,Bronze,3,45.5,Groceries,2023-05-01,0.005,2.1,Low,,Didn't really use the service much.,0.15,Occasional Shopper,1,3
2909444,39,Male,Mexico City,Platinum,95,4800.0,Electronics,2023-12-28,0.045,25.9,High,Frequent,Premium products and excellent customer service.,0.95,Loyal,0,5
29bea28,26,Female,Seoul,Silver,30,680.3,Clothing,2023-11-10,0.029,10.2,Medium,Occasional,Found some great deals during sales.,0.75,Bargain Hunter,0,4
ef5b0ff,58,Male,Mumbai,Gold,65,2800.4,Home Goods,2024-01-01,0.038,16.5,Medium,Frequent,Reliable and good quality items for my home.,0.88,Loyal,0,4
d592d56,31,Female,Rio de Janeiro,Bronze,7,120.0,Books,2023-07-01,0.009,3.0,Low,,"It was an okay experience, nothing special.",0.3,Occasional Shopper,1,3
c933e4e,43,Male,Moscow,Silver,40,950.7,Electronics,2023-12-01,0.033,13.0,Medium,Frequent,Good variety of electronics.,0.8,Impulsive Buyer,0,4
fd7509c,67,Female,Rome,Platinum,150,6200.0,Clothing,2024-01-08,0.048,28.5,High,Frequent,Always my go-to for high-end fashion.,0.99,Loyal,0,5
799f129,29,Male,Madrid,Bronze,4,60.0,Groceries,2023-04-20,0.007,1.8,Low,,Signed up but didn't use it much after the first time.,0.2,Occasional Shopper,1,3
e377a04,55,Female,Beijing,Gold,88,3500.1,Home Goods,2023-12-15,0.037,17.9,Medium,Frequent,"Quality home goods, worth the price.",0.87,Loyal,0,5
f5c8ed0,37,Male,Jakarta,Silver,25,550.8,Electronics,2023-11-05,0.03,10.5,Medium,Occasional,Found what I needed at a decent price.,0.7,Bargain Hunter,0,4
f9381ee,41,Female,Lagos,Bronze,2,30.0,Books,2023-03-10,0.003,1.5,Low,,Forget I even had an account here.,0.05,Occasional Shopper,1,3
9a10703,53,Male,Cairo,Platinum,135,5800.5,Clothing,2024-01-14,0.046,27.0,High,Frequent,Exceptional quality and customer service.,0.97,Loyal,0,5
1df3c29,24,Female,Bangkok,Silver,18,380.9,Home Goods,2023-10-01,0.027,9.0,Medium,Occasional,Decent selection for decorating.,0.68,Occasional Shopper,0,4
81292ca,60,Male,Lima,Bronze,6,90.0,Groceries,2023-06-18,0.008,2.5,Low,,Didn't find the selection very appealing.,0.25,Occasional Shopper,1,2
b5d8dc8,33,Female,Manila,Gold,60,1500.7,Electronics,2023-12-20,0.036,14.0,Medium,Frequent,Reliable place for new gadgets.,0.9,Impulsive Buyer,0,5
8405a76,47,Male,Istanbul,Silver,35,750.0,Clothing,2023-11-30,0.032,12.8,Medium,Occasional,"Good variety, especially during sales.",0.72,Bargain Hunter,0,4
8493aaf,21,Female,Karachi,Bronze,1,15.0,Books,2023-02-01,0.002,1.0,Low,,Just bought one thing and left.,0.01,Occasional Shopper,1,3
3d97385,59,Male,Buenos Aires,Platinum,110,5200.3,Home Goods,2024-01-03,0.043,24.5,High,Frequent,My preferred store for quality home items.,0.96,Loyal,0,5
dfa715b,36,Female,Kolkata,Gold,70,2950.6,Clothing,2023-12-05,0.037,15.8,Medium,Frequent,Always find stylish clothes here.,0.91,Loyal,0,5
180d644,48,Male,Tehran,Bronze,8,130.0,Electronics,2023-09-10,0.01,3.5,Low,,"Was looking for something specific, didn't find it.",0.35,Occasional Shopper,1,2
dc3c0a0,27,Female,Bogota,Silver,28,600.5,Books,2023-10-15,0.025,8.5,Medium,Occasional,Found some good reads.,0.65,Occasional Shopper,0,4
6a94043,65,Male,Santiago,Platinum,140,6500.0,Electronics,2024-01-10,0.049,29.0,High,Frequent,Top-tier service and products.,1.0,Loyal,0,5
cd0a55a,30,Female,Ho Chi Minh City,Bronze,5,75.0,Home Goods,2023-08-25,0.006,2.0,Low,,Didn't really engage with the site after the first visit.,0.18,Occasional Shopper,1,3
3a7c97b,44,Male,Bangalore,Gold,80,3300.2,Groceries,2023-12-22,0.04,19.5,Medium,Frequent,Convenient and good range of groceries.,0.93,Loyal,0,4
fbdaf94,45,Female,USA-West,Gold,75,1580.5,Clothing,2024-07-15,0.08,25.5,78,Frequent,Excellent service and quality!,0.9,Loyal,0,5
d190e8c,28,Male,USA-East,Bronze,5,120.75,Electronics,2023-01-10,0.02,5.2,15,,Product didn't meet expectations.,-0.7,Inactive,1,2
53e950b,62,Female,USA-South,Platinum,150,4500.0,Home Goods,2024-07-20,0.12,45.0,95,Frequent,Always reliable and high quality items.,1.0,Loyal,0,5
e46a987,35,Male,USA-North,Silver,30,650.2,Books,2024-06-01,0.06,18.7,55,Occasional,"Good selection, delivery was a bit slow.",0.4,Occasional Buyer,0,3
542f4dd,51,Female,USA-West,Bronze,2,55.0,Beauty,2022-11-05,0.01,3.1,8,,Found better prices elsewhere.,-0.5,Bargain Hunter,1,2
7a678d4,22,Male,USA-East,Bronze,12,280.9,Sports,2024-07-18,0.09,15.0,60,Frequent,"Site is easy to navigate, good products.",0.7,New Customer,0,4
c402586,49,Female,USA-South,Gold,90,2100.3,Groceries,2024-07-19,0.1,30.2,85,Frequent,Very satisfied with the fresh produce.,0.95,Loyal,0,5
bcc7509,31,Male,USA-North,Silver,8,180.5,Electronics,2023-03-20,0.03,7.8,20,,Had issues with customer support.,-0.6,Dissatisfied,1,2
8746ea6,58,Female,USA-West,Platinum,180,5800.0,Clothing,2024-07-21,0.15,50.0,100,Frequent,Premium experience every time.,1.0,Loyal,0,5
6055c8f,25,Male,USA-East,Bronze,1,35.0,Books,2022-09-15,0.005,2.5,5,,Never used the service again.,-0.8,Inactive,1,2
3689222,40,Female,USA-South,Silver,45,950.0,Home Goods,2024-07-10,0.07,22.1,65,Occasional,Decent products for the price.,0.5,Occasional Buyer,0,4
075dab7,33,Male,USA-North,Bronze,3,70.0,Beauty,2023-02-01,0.01,4.0,10,,Wasn't impressed with the selection.,-0.4,Inactive,1,2
eb3ce73,55,Female,USA-West,Gold,110,3200.75,Electronics,2024-07-16,0.11,38.5,90,Frequent,"Reliable electronics, excellent warranty.",0.9,Loyal,0,5
bf71875,29,Male,USA-East,Silver,20,450.6,Sports,2024-05-20,0.08,16.5,58,Occasional,"Found what I needed, good prices.",0.6,Occasional Buyer,0,4
d6f596d,47,Female,USA-South,Bronze,6,140.0,Groceries,2022-12-01,0.02,6.0,12,,Switched to a local store.,-0.5,Inactive,1,2
3176e5a,65,Male,USA-North,Platinum,200,6500.0,Clothing,2024-07-22,0.14,55.0,98,Frequent,Top quality apparel and service.,1.0,Loyal,0,5
b90373b,38,Female,USA-West,Silver,15,350.0,Books,2023-04-18,0.04,9.5,25,,Lost interest after a few purchases.,-0.3,Inactive,1,2
af34686,21,Male,USA-East,Bronze,4,90.0,Home Goods,2024-07-17,0.07,10.0,40,Occasional,First purchase was smooth.,0.6,New Customer,0,4
5e75a37,53,Female,USA-South,Gold,130,3800.2,Beauty,2024-07-14,0.13,40.0,92,Frequent,Love the variety of beauty products.,0.95,Loyal,0,5
1fcc373,30,Male,USA-North,Bronze,2,60.0,Sports,2022-10-25,0.01,3.5,7,,Forgot I even had an account.,-0.7,Inactive,1,3
89223a6,42,Female,USA-West,Silver,50,1100.8,Groceries,2024-07-13,0.09,28.0,70,Occasional,Convenient service for groceries.,0.8,Loyal,0,4
2b55c46,26,Male,USA-East,Bronze,7,160.0,Electronics,2023-05-10,0.03,8.2,22,,Items were overpriced.,-0.6,Dissatisfied,1,2
d9e54ac,59,Female,USA-South,Platinum,165,5100.0,Clothing,2024-07-23,0.14,52.0,97,Frequent,My go-to for fashion.,1.0,Loyal,0,5
78cc13e,34,Male,USA-North,Silver,10,250.0,Books,2024-04-01,0.05,12.0,35,Occasional,"It was okay, nothing special.",0.3,Occasional Buyer,0,3
99ee310,48,Female,USA-West,Bronze,3,80.0,Home Goods,2023-01-05,0.02,5.5,18,,Decided not to continue.,-0.4,Inactive,1,2
385083e,61,Male,USA-East,Gold,140,4000.0,Beauty,2024-07-11,0.12,42.0,93,Frequent,Exceptional quality cosmetics.,0.9,Loyal,0,5
5e046bb,23,Female,USA-South,Bronze,1,40.0,Sports,2022-11-10,0.008,2.0,4,,One purchase was enough.,-0.8,Inactive,1,2
da204fb,56,Male,USA-North,Platinum,190,6200.0,Groceries,2024-07-24,0.15,58.0,99,Frequent,Excellent service and fresh products.,1.0,Loyal,0,5
bc8f645,39,Female,USA-West,Silver,25,550.0,Electronics,2023-06-30,0.04,10.5,30,Occasional,Found a better retailer for electronics.,-0.5,Dissatisfied,1,2
e6747ca,50,Male,USA-East,Gold,100,2800.0,Clothing,2024-07-12,0.11,35.0,88,Frequent,Great deals on clothing.,0.8,Loyal,0,5
15bbd0d,45,Male,London,Gold,85,2150.75,Electronics,2024-07-20,5.8,450.0,4,55,Great products and fast delivery. Very happy with my purchases.,4.0,Loyal,0,5
bac6006,32,Female,New York,Silver,12,310.5,Clothing,2024-07-22,3.1,210.0,3,15,"Decent selection, but checkout was a bit slow.",3.0,Occasional Shopper,0,3
006f135,60,Male,Tokyo,Platinum,150,4800.2,Home Goods,2024-07-18,7.5,600.0,5,88,Excellent service and premium products. Worth every penny.,5.0,Loyal,0,5
76f7d0a,28,Female,Paris,Bronze,3,55.9,Beauty,2023-01-10,1.2,60.0,1,2,Didn't find what I was looking for. Website is confusing.,2.0,Explorer,1,2
f54faca,51,Male,Sydney,Gold,60,1500.0,Sports,2024-07-19,6.2,380.0,4,40,"Good variety of items, website is easy to navigate.",4.0,Frequent Buyer,0,4
db8b143,22,Female,Berlin,Silver,8,180.75,Books,2023-03-15,2.5,150.0,2,8,"Purchased a few books, they arrived quickly.",3.0,Occasional Shopper,1,4
a806a4e,39,Male,Toronto,Bronze,20,450.3,Groceries,2024-07-21,4.5,300.0,3,25,"Convenient for groceries, prices are competitive.",4.0,Bargain Hunter,0,4
90fef6d,70,Female,Mumbai,Platinum,120,3500.0,Jewelry,2024-07-17,8.1,700.0,5,105,Always a pleasure shopping here. High quality items.,5.0,Loyal,0,5
3001891,25,Male,Sao Paulo,Bronze,1,25.0,Electronics,2022-11-01,0.8,45.0,1,1,"Only bought one item, haven't returned.",1.0,Disengaged,1,3
eeb5b01,48,Female,Moscow,Gold,70,1800.5,Clothing,2024-07-23,5.5,420.0,4,50,Love their fashion collections!,4.0,Frequent Buyer,0,5
3a5f725,35,Male,Cairo,Silver,15,380.0,Home Goods,2023-02-20,2.8,180.0,2,10,"Found some useful items, but customer support was slow.",2.0,Explorer,1,3
efe820e,55,Female,Beijing,Platinum,180,5500.0,Electronics,2024-07-16,9.0,800.0,5,120,The best online store for gadgets!,5.0,Loyal,0,5
30fbb39,29,Male,Mexico City,Bronze,5,90.2,Sports,2023-04-05,1.5,70.0,1,5,"Okay experience, nothing special.",2.0,Occasional Shopper,1,3
09d86a7,41,Female,Seoul,Gold,95,2400.6,Beauty,2024-07-24,6.0,480.0,4,60,Excellent range of beauty products.,4.0,Frequent Buyer,0,5
601bbd8,65,Male,Jakarta,Bronze,2,35.0,Books,2022-10-15,0.5,30.0,0,0,Didn't find much of interest after the first purchase.,1.0,Disengaged,1,2
b9f0d02,30,Female,Lagos,Silver,10,250.8,Clothing,2024-07-25,3.8,250.0,3,20,Happy with my recent orders.,3.0,Occasional Shopper,0,4
7a60317,50,Male,Istanbul,Platinum,130,4000.0,Home Goods,2024-07-15,8.5,750.0,5,95,Top quality items and reliable delivery.,5.0,Loyal,0,4
86d4269,27,Female,Buenos Aires,Bronze,4,65.5,Groceries,2023-05-10,1.0,50.0,1,3,"Tried it once, prefer my usual store.",2.0,Bargain Hunter,1,3
23ae7e8,43,Male,Bangkok,Gold,80,2000.0,Electronics,2024-07-26,5.2,400.0,4,52,Satisfied with my purchases.,4.0,Frequent Buyer,0,4
fa7bce0,34,Female,Riyadh,Silver,18,420.9,Beauty,2023-06-01,2.0,120.0,2,7,"Products were okay, but website navigation could improve.",2.0,Explorer,1,3
5fe1fc9,58,Male,Chicago,Platinum,160,5000.0,Sports,2024-07-14,8.8,780.0,5,110,Excellent selection for sports gear.,5.0,Loyal,0,5
8c935e6,23,Female,Los Angeles,Bronze,0,0.0,,2022-09-01,0.2,10.0,0,0,Signed up but never bought anything.,1.0,Disengaged,1,3
aae1a64,47,Male,Singapore,Gold,75,1900.4,Clothing,2024-07-27,5.7,430.0,4,58,"Fashionable clothes, good quality.",4.0,Frequent Buyer,0,4
e202b11,37,Female,Hong Kong,Silver,25,600.75,Home Goods,2023-07-11,3.5,220.0,3,18,Found some good deals on home items.,3.0,Bargain Hunter,1,4
5bf6040,62,Male,Dubai,Platinum,190,6000.0,Jewelry,2024-07-13,9.5,850.0,5,130,Exceptional service and beautiful jewelry.,5.0,Loyal,0,5
4d9ba1f,26,Female,Amsterdam,Bronze,3,40.0,Books,2022-12-01,0.7,35.0,0,0,Not enough variety in my genre.,1.0,Disengaged,1,2
1602c68,49,Male,Rome,Gold,88,2200.0,Electronics,2024-07-28,5.9,460.0,4,65,Reliable place for electronics.,4.0,Frequent Buyer,0,4
2000cf1,31,Female,Madrid,Silver,14,350.6,Sports,2023-08-05,2.9,170.0,2,9,Website was a bit clunky on mobile.,2.0,Explorer,1,2
1d2651e,53,Male,Vienna,Platinum,170,5200.0,Home Goods,2024-07-12,9.2,810.0,5,115,My go-to store for home essentials.,5.0,Loyal,0,5
88381ee,24,Female,Zurich,Bronze,1,15.0,Beauty,2023-09-20,0.9,40.0,1,2,Only made one small purchase.,2.0,Occasional Shopper,1,3
9e7f26c,35,Female,New York,Gold,55,3500.5,Apparel,2023-10-20,0.07,12.5,High,Clicked on Sale Ads,Excellent products and fast shipping!,0.9,Loyal Customer,0,5
286fb51,48,Male,Los Angeles,Silver,12,450.75,Electronics,2022-05-15,0.03,3.1,Low,Ignored Ads,Haven't found anything I need recently.,-0.2,Churn Risk,1,3
56bfa80,22,Female,Chicago,Bronze,3,75.0,Beauty,2023-10-25,0.09,8.9,Medium,Clicked on Category Ads,Good initial experience.,0.7,New Customer,0,4
8214c3a,58,Male,Houston,Gold,78,6100.2,Home Goods,2023-10-18,0.06,18.7,High,Engaged Frequently,Always happy with my orders. Quality items!,0.95,Very Loyal,0,5
ad90fa8,41,Female,Philadelphia,Platinum,110,12500.8,Electronics,2023-10-22,0.1,25.3,High,Clicked on Featured Products,The best online store I've ever used!,1.0,VIP Customer,0,5
db7beed,65,Male,San Antonio,Bronze,2,40.0,Groceries,2021-11-20,0.01,0.8,Low,No Clicks,Difficult to find what I was looking for.,-0.6,One-Time Buyer,1,2
97b47e0,27,Female,San Diego,Silver,25,850.3,Apparel,2023-10-26,0.08,10.1,Medium,Clicked on Sale Ads,Found some great deals. Will be back.,0.8,Bargain Hunter,0,4
9166715,53,Male,Dallas,Gold,60,4800.0,Home Goods,2023-10-19,0.05,14.0,High,Clicked on New Arrivals,Reliable service and good quality.,0.9,Consistent Buyer,0,4
ab55c20,38,Female,San Jose,Bronze,5,120.0,Beauty,2022-08-01,0.03,2.0,Low,Ignored Ads,Products were just okay. Nothing special.,-0.3,Churn Risk,1,3
3581e23,44,Male,Austin,Silver,18,650.9,Electronics,2023-10-24,0.07,9.5,Medium,Clicked on Recommended Items,Decent selection and prices.,0.7,Regular Shopper,0,4
edb180d,29,Other,Jacksonville,Bronze,1,25.0,Books,2021-09-05,0.01,0.5,Low,No Clicks,Didn't really use the site much after first visit.,-0.1,Passive Buyer,1,3
d59e3f5,50,Female,Fort Worth,Platinum,95,9800.5,Apparel,2023-10-21,0.09,20.0,High,Engaged Frequently,Absolutely love this store! Highly recommend!,0.98,VIP Customer,0,5
24e68a4,33,Male,Columbus,Silver,8,300.0,Sports,2022-01-30,0.02,1.8,Low,Ignored Ads,Product quality wasn't what I expected.,-0.5,Disappointed Buyer,1,2
0c1c021,46,Female,Charlotte,Gold,70,5500.0,Home Goods,2023-10-17,0.07,16.2,High,Clicked on Promos,Always find unique items here.,0.9,Loyal Customer,0,5
6f0c6e1,25,Male,Indianapolis,Bronze,4,100.0,Groceries,2022-07-20,0.03,2.5,Low,No Clicks,Service was slow.,-0.4,Churn Risk,1,2
c6a2f47,39,Other,Seattle,Silver,30,1100.75,Electronics,2023-10-23,0.08,11.8,Medium,Clicked on Reviews,Good range of electronics.,0.8,Informed Buyer,0,4
ff0b670,61,Female,Denver,Bronze,2,50.0,Books,2021-05-10,0.01,0.7,Low,No Clicks,Didn't return after first purchase.,0.0,One-Time Buyer,1,3
37e1be3,31,Male,Washington D.C.,Gold,45,3000.25,Apparel,2023-10-19,0.08,13.5,High,Clicked on New Collections,Great styles and fit well.,0.9,Trend Follower,0,4
0a6c3a2,55,Female,Boston,Silver,15,550.6,Beauty,2022-09-01,0.04,3.5,Low,Ignored Ads,Average experience.,0.2,Passive Buyer,1,3
dd1ffda,28,Male,Nashville,Bronze,6,150.0,Sports,2023-10-24,0.07,7.0,Medium,Clicked on Sale Ads,Got a good deal on some gear.,0.7,Bargain Hunter,0,4
6f45069,42,Female,Portland,Platinum,85,8000.9,Home Goods,2023-10-20,0.09,22.1,High,Engaged Frequently,My go-to for everything home related.,1.0,Highly Engaged,0,5
b7e4d17,59,Male,Las Vegas,Bronze,3,70.0,Electronics,2022-04-18,0.02,1.0,Low,No Clicks,Site was confusing.,-0.5,Disengaged,1,2
609ed3a,36,Other,Detroit,Silver,20,700.5,Apparel,2023-10-25,0.06,8.0,Medium,Clicked on Email Offers,Found some nice clothes.,0.6,Occasional Buyer,0,4
2d492df,51,Female,Memphis,Gold,50,4000.0,Books,2023-10-18,0.05,15.0,High,Clicked on Author Features,Great selection of books!,0.9,Avid Reader,0,4
6c75b6b,34,Male,Louisville,Bronze,4,90.0,Beauty,2022-06-10,0.03,1.9,Low,Ignored Ads,Didn't find the specific product I wanted.,-0.2,Churn Risk,1,2
6e1c6ae,47,Female,Baltimore,Silver,10,350.2,Sports,2023-10-23,0.07,6.5,Medium,Clicked on Gear Reviews,Good quality sports gear.,0.7,Active User,0,4
87db176,63,Male,Milwaukee,Bronze,1,30.0,Groceries,2021-08-01,0.01,0.6,Low,No Clicks,Didn't have a good first impression.,-0.7,One-Time Buyer,1,2
f067238,26,Female,Albuquerque,Gold,40,2500.75,Electronics,2023-10-21,0.08,10.9,High,Clicked on Deals,Managed to get some tech gadgets at good prices.,0.8,Tech Enthusiast,0,4
4d3f13d,40,Other,Tucson,Bronze,5,130.0,Home Goods,2022-02-15,0.02,2.3,Low,No Clicks,Nothing on the site interested me long-term.,-0.3,Disengaged,1,2
b4f7f52,35,Female,New York,Gold,50,1200.5,Electronics,2023-10-26,0.07,15.2,85,High,Excellent service and product quality. Very happy!,0.9,Loyal,0,5
e43dfac,58,Male,London,Bronze,3,55.0,Books,2022-01-15,0.01,2.1,10,Low,Website was confusing. Didn't find what I needed easily.,-0.6,Inactive,1,2
1521276,22,Other,Sydney,Silver,15,210.75,Clothing,2023-09-10,0.05,8.5,60,Medium,"Good variety, fast delivery.",0.7,Occasional,0,4
48325ff,41,Female,Tokyo,Platinum,110,5500.0,Home Goods,2023-11-01,0.12,25.8,95,High,"Premium service, always my go-to.",1.0,Loyal,0,5
4187e08,67,Male,Berlin,Bronze,1,25.99,Health,2021-05-20,0.005,1.5,5,Low,Never received follow-up after one purchase.,-0.8,One-time Buyer,1,2
28e9163,29,Female,Toronto,Gold,30,750.3,Beauty,2023-08-18,0.08,12.3,70,Medium,"Products are great, frequent sales are a plus.",0.8,Loyal,0,4
84534d3,50,Male,Paris,Silver,7,150.0,Sports,2022-07-01,0.02,4.5,20,Low,"Had an issue with an order, support was slow.",-0.4,Dissatisfied,1,2
fb07bcf,33,Other,Singapore,Bronze,2,45.5,Electronics,2023-07-14,0.03,6.1,30,Low,"Product was okay, nothing special.",0.3,Occasional,0,3
b7dcc03,45,Female,Chicago,Platinum,80,3200.0,Electronics,2023-10-30,0.1,20.1,90,High,Consistently good experience. Reliable products.,0.95,Loyal,0,5
5d7b86d,61,Male,Moscow,Bronze,4,60.0,Books,2022-03-05,0.015,3.0,15,Low,Found cheaper options elsewhere.,-0.5,Bargain Hunter,1,2
62b4bb0,27,Female,Mexico City,Silver,20,300.0,Clothing,2023-09-25,0.06,9.8,65,Medium,"Nice clothes, website is easy to navigate.",0.75,Occasional,0,4
f679f25,55,Male,Rio de Janeiro,Gold,40,900.0,Sports,2023-11-02,0.09,18.5,80,High,Great selection for my hobby.,0.88,Loyal,0,4
e3b9eff,38,Female,Mumbai,Bronze,5,80.0,Beauty,2022-05-10,0.025,5.0,25,Low,Didn't see much value in coming back.,-0.3,Inactive,1,2
2e204d1,49,Other,Seoul,Silver,12,180.0,Home Goods,2023-08-01,0.04,7.2,55,Medium,Products arrived as expected.,0.6,Occasional,0,3
7e2627c,70,Male,Cairo,Bronze,0,0.0,,2020-01-01,0.001,0.5,0,Low,Never completed registration or purchase.,-1.0,Inactive,1,3
3806fb4,25,Female,Rome,Gold,35,850.0,Electronics,2023-10-20,0.08,16.0,75,High,Fast shipping and great product support.,0.92,Loyal,0,4
962578f,43,Male,Buenos Aires,Silver,6,120.0,Books,2022-06-15,0.018,3.5,18,Low,Customer service wasn't helpful with my query.,-0.7,Dissatisfied,1,2
